Path,RGB_5,P-5,RGB_4,P-4,RGB_3,P-3,RGB_2,P-2,RGB_1,P-1
E:/Organized Photos/2003/2003-11-26 12-26-53.jpg,"[251.79829387520255, 251.20531774178065, 251.24758746285832]",0.068719056,"[160.28623552726864, 134.36437276346444, 112.31028972970186]",0.225170787,"[210.99058840334558, 193.58506608853116, 167.86607655072447]",0.229097701,"[126.49494013000378, 68.83568137758016, 29.941809784468077]",0.231370729,"[47.92411815976564, 30.381983051025436, 25.911427431295778]",0.245641727
E:/Organized Photos/2003/2003-11-26 12-27-21.jpg,"[200.12691494252897, 151.31293793103418, 112.4477685823753]",0.098434762,"[128.92582686533635, 93.3734150088766, 83.87092539592575]",0.127995489,"[161.35813730780706, 76.35895738487386, 20.475024511107982]",0.188183975,"[47.20400423397983, 40.83532649895356, 44.747475200473716]",0.261008171,"[233.26344661463082, 213.76345583766107, 191.83654317255085]",0.324377604
E:/Organized Photos/2003/2003-11-26 12-28-56.jpg,"[116.33210011589571, 107.42424098303597, 100.55766125903313]",0.114028508,"[238.53196214272398, 225.32061138144144, 204.07704519185472]",0.161149925,"[37.58525643724126, 24.221706307444045, 27.521347084824296]",0.204316532,"[151.0599209136425, 57.310497689148555, 12.57366354303883]",0.229136187,"[195.53551169603645, 172.51769240870954, 143.24271237851545]",0.291368848
E:/Organized Photos/2003/2003-11-26 12-30-13.jpg,"[151.58342420937842, 97.91275899672846, 86.42529989094875]",0.073126663,"[106.34223541048466, 116.58259149357072, 126.74381800197824]",0.086500849,"[53.132841328413285, 67.08548585485855, 86.98769987699878]",0.133804367,"[18.789033942558742, 26.707310704960836, 45.12767624020887]",0.311558243,"[205.2385807504078, 178.62499999999997, 151.62418433931484]",0.395009877
E:/Organized Photos/2003/2003-12-05 21-15-10.jpg,"[31.254982817869422, 35.00756013745704, 80.60206185567012]",0.110133365,"[112.57048192771086, 85.68132530120482, 80.88855421686748]",0.136004813,"[156.88773234200744, 140.31115241635686, 133.4739776951673]",0.220527353,"[196.42100283822137, 181.23494165878273, 172.9441816461684]",0.258466512,"[46.72614734299517, 10.103864734299517, 10.50875603864734]",0.274867958
E:/Organized Photos/2003/2003-12-05 21-15-23.jpg,"[95.4725767352603, 14.455045416853325, 14.955145495963437]",0.096412542,"[117.78735976307878, 90.3791504666806, 85.373670454867]",0.153633435,"[199.43884623365878, 180.04514767932568, 169.20346821609007]",0.23365693,"[162.68287771467155, 143.79727439598977, 135.24799460887056]",0.236466186,"[24.80956286301702, 18.87192144791093, 34.766410893035655]",0.279830907
E:/Organized Photos/2003/2003-12-05 21-16-09.jpg,"[133.1536059311468, 110.9677536351349, 103.07377349040496]",0.158098127,"[81.83753047037206, 67.85273255289047, 76.92429353877631]",0.161549771,"[200.5056235075122, 179.09655990640513, 166.3820190735965]",0.184860963,"[171.15195075028905, 149.63590098755927, 139.40609336924476]",0.194520556,"[30.771207516342553, 19.013892610058488, 19.381090961091907]",0.300970583
E:/Organized Photos/2003/2003-12-05 21-17-39.jpg,"[232.0802954664193, 181.2326362686486, 141.9970794392532]",0.113330843,"[111.60767725598552, 89.0136740331491, 79.95565435082904]",0.138963623,"[187.95326945259845, 174.69268614555503, 168.66981093453845]",0.169873961,"[160.582900618164, 136.4089565171447, 122.95994927880747]",0.189189273,"[22.629874780471365, 13.302429449839522, 17.13598525266034]",0.3886423
E:/Organized Photos/2003/2003-12-25 09-12-55.jpg,"[224.0428893905192, 7.9627539503386, 71.85891647855533]",0.072967035,"[240.03857868020305, 191.20710659898478, 181.1736040609137]",0.081406167,"[168.24399126001464, 135.8306627822287, 127.97086671522217]",0.224201909,"[47.222694571615435, 20.139960758665797, 14.055918901242643]",0.245253505,"[132.0990678517234, 88.89096032950357, 71.26446997615433]",0.376171384
E:/Organized Photos/2003/2003-12-25 09-14-06.jpg,"[207.47566638737777, 20.916085604328366, 7.055923995626055]",0.023299052,"[203.6024953105496, 186.26908101725553, 180.30679839475093]",0.088282593,"[131.74499622356512, 100.96638972809642, 89.46526922006677]",0.132746117,"[99.83152111145405, 51.10618490532443, 30.03874298761948]",0.175191813,"[25.056980948249738, 17.670170691327073, 18.492472071892017]",0.580480425
E:/Organized Photos/2003/2003-12-25 09-14-42.jpg,"[186.60269709543567, 141.36566390041497, 122.73910788381741]",0.10589236,"[65.29798761609908, 80.7469040247678, 108.60642414860682]",0.142800133,"[35.12285067873303, 13.179864253393669, 9.564253393665158]",0.238041032,"[153.72156116135164, 105.38219895287956, 83.12851023322226]",0.238539032,"[118.49150622876557, 61.52585881464704, 45.16308040770101]",0.274727443
E:/Organized Photos/2003/2003-12-25 09-18-11.jpg,"[105.78715459297985, 69.64152352501867, 55.067961165048544]",0.056443156,"[97.84870603848707, 19.369608493696088, 11.697412076974121]",0.061663629,"[111.35535714285714, 86.49857142857142, 76.0525]",0.105709484,"[31.76889004689943, 37.846795205836386, 38.026576341844724]",0.171993817,"[17.830387915230624, 9.022512282760138, 7.345383882085503]",0.604189914
E:/Organized Photos/2003/2003-12-25 09-18-25.jpg,"[94.986410871303, 20.027977617905673, 10.038768984812151]",0.05745517,"[106.12810297272448, 71.17376647257124, 55.55133312902236]",0.071420859,"[39.631321716957075, 49.5998725031874, 62.19974500637481]",0.101779213,"[135.59951259138913, 110.08922285404817, 97.55984294611429]",0.160364439,"[23.430322786379897, 12.180491088828258, 9.516564504127839]",0.60898032
E:/Organized Photos/2003/2003-12-25 09-23-49.jpg,"[213.45987654320987, 32.348765432098766, 59.191358024691354]",0.022049403,"[76.47341176470592, 38.8084705882353, 31.827764705882355]",0.150446805,"[26.120563035495714, 17.074969400244797, 15.595165238678087]",0.228614941,"[111.60587054691419, 97.17812343201203, 99.19894631209229]",0.278573768,"[184.81502266350103, 156.30304338441613, 145.87135765162964]",0.320315083
E:/Organized Photos/2003/2003-12-25 09-24-25.jpg,"[75.62393767705385, 37.585694050991506, 29.952549575070822]",0.078789086,"[28.020481310803888, 14.160266257040451, 11.690732206861242]",0.106823526,"[135.4868603042877, 84.68095896726602, 72.76486860304287]",0.117743875,"[104.2605390463027, 65.23185901865929, 53.85798203178991]",0.157354227,"[34.204918032786885, 49.461115553778484, 83.7391043582567]",0.539289286
E:/Organized Photos/2003/2003-12-25 09-26-48.jpg,"[89.87846481876335, 66.29637526652454, 55.13361762615494]",0.101591171,"[58.25730994152046, 5.791812865497076, 5.136257309941518]",0.129188829,"[85.33956834532374, 30.440647482014388, 14.001438848920861]",0.213635429,"[19.35280842527583, 12.414242728184554, 13.301404212637916]",0.275066589,"[8.472530600626248, 6.441502988898378, 6.879590093936806]",0.280517982
E:/Organized Photos/2003/2003-12-25 09-26-58.jpg,"[214.03398437172092, 171.90459643733456, 156.57954167121267]",0.090242305,"[160.7506142606433, 14.940954790960948, 17.06181244302954]",0.092939717,"[137.47118254765763, 104.67583274343725, 84.52127008327815]",0.152733523,"[41.52887049883865, 19.317241697558917, 16.649040162434016]",0.32854706,"[65.53582648362493, 61.46724635317685, 71.92105376407387]",0.335537395
E:/Organized Photos/2003/2003-12-25 09-27-08.jpg,"[220.59814657720838, 47.24922238502852, 22.321996863833782]",0.035649084,"[231.511225758617, 213.16125394851701, 207.6543532155786]",0.058860572,"[75.04502246865265, 62.532218960643675, 65.992262810756]",0.251355551,"[170.400471828866, 142.14031320137272, 129.8143995731783]",0.305295535,"[46.44051735981639, 21.321410767207738, 18.240988400620182]",0.348839258
E:/Organized Photos/2003/2003-12-25 09-27-16.jpg,"[202.42924687605532, 161.1304739389847, 147.2430485196443]",0.051655333,"[236.97597085497245, 201.76187892411437, 187.36384776373913]",0.079993532,"[126.21371305492406, 103.47642694746921, 89.2134737345938]",0.099838615,"[71.15012096260772, 65.3492636135987, 73.20168923220572]",0.278398383,"[42.27620389717677, 21.41652898585937, 19.15507313280528]",0.490114137
E:/Organized Photos/2003/2003-12-25 09-33-46.jpg,"[122.85019993187291, 23.729633187156445, 8.078152954787457]",0.119497981,"[92.75116020597633, 65.2785151994107, 50.95647884884768]",0.165282444,"[128.1111286119797, 111.94168101928112, 111.33222678386193]",0.211560516,"[197.30652208609396, 173.39054137122912, 162.10400604280176]",0.230082852,"[42.2171261749358, 25.004773897881577, 19.75043723987721]",0.273576206
E:/Organized Photos/2003/2003-12-25 09-34-37.jpg,"[162.80266666666668, 130.1866666666667, 119.60444444444445]",0.097078436,"[53.54792243767314, 84.3595567867036, 115.35124653739614]",0.147597255,"[78.94326617179216, 51.37327677624603, 40.95599151643691]",0.160672331,"[131.38086303939969, 108.26547842401501, 99.67776735459663]",0.174922665,"[31.27228464419476, 23.93146067415731, 15.097940074906367]",0.419729313
E:/Organized Photos/2003/2003-12-25 09-36-50.jpg,"[158.1265070218716, 3.1524587448676287, 4.465086781794568]",0.087958687,"[111.46107657650033, 51.76368728015934, 31.53196756945973]",0.135964001,"[33.3951112732579, 15.267305439812606, 11.795604480007055]",0.141047835,"[42.88270188670018, 54.24430536795845, 91.52042366717815]",0.313249066,"[139.83958814699054, 105.15962715820474, 88.34163400046096]",0.321780411
E:/Organized Photos/2003/2003-12-25 09-36-57.jpg,"[143.97459751194427, 2.309309274861915, 2.031183862623535]",0.071865391,"[157.5371380068273, 149.63374612199783, 158.1000366950708]",0.111518104,"[136.19932396201128, 103.52269811448144, 81.76590297941308]",0.209882867,"[81.9876865420687, 51.79756869456066, 56.54586487516542]",0.223008053,"[31.540844442643547, 16.6839119558287, 24.18577162343439]",0.383725586
E:/Organized Photos/2003/2003-12-25 09-37-29.jpg,"[150.34722529994622, 125.90594827313319, 119.82115609864194]",0.111472901,"[28.72152265708703, 26.019499590344726, 61.02241129388037]",0.141263514,"[87.76850585937487, 69.83474121093755, 80.95322265624992]",0.142696297,"[71.90119578049432, 33.34254922121943, 25.140396308567233]",0.278545355,"[23.87952356404483, 13.515191144151727, 19.137173399896888]",0.326021933
E:/Organized Photos/2003/2003-12-25 09-37-49.jpg,"[158.51329394387, 117.59748892171345, 3.4372230428360417]",0.059323702,"[40.96337105419893, 17.106611078022627, 14.391602144133413]",0.150526619,"[134.7185724431818, 108.24467329545455, 104.87340198863636]",0.24180031,"[36.842403062073565, 44.645032451323026, 83.40539191213182]",0.267296192,"[109.08356275303643, 50.59676113360324, 45.66963562753036]",0.281053176
E:/Organized Photos/2003/2003-12-25 09-44-47.jpg,"[109.99693721286371, 15.027565084226646, 4.341500765696784]",0.054288687,"[167.6942270058708, 118.84197651663403, 79.50880626223092]",0.165436649,"[30.511159737417945, 11.349671772428886, 13.326039387308535]",0.188234085,"[113.32096951891297, 68.00661035622475, 34.36210062431142]",0.219869983,"[145.6526292821296, 94.54243945014183, 52.678594806895056]",0.372170597
E:/Organized Photos/2003/2003-12-25 09-45-15.jpg,"[71.05083039758429, 91.2737795671867, 122.2732762959235]",0.103036352,"[147.7698220064725, 15.082119741100325, 21.462378640776702]",0.129458492,"[49.1067821067821, 18.935305435305438, 17.93193843193843]",0.210573557,"[191.51917779190507, 142.43462598008057, 109.48145793600338]",0.240045171,"[157.43954248366015, 107.72532679738559, 67.92957516339867]",0.316886427
E:/Organized Photos/2003/2003-12-25 09-48-13.jpg,"[204.22772277227722, 196.57549504950498, 193.08292079207922]",0.126840119,"[142.904846126636, 130.71347718429433, 129.4163424124513]",0.157569389,"[128.65169997404615, 79.8502465611212, 57.46613028808721]",0.216987112,"[81.69673030502526, 45.57735352205398, 34.9506254114549]",0.2428069,"[30.55753510794382, 17.866275413959336, 15.080067071892682]",0.255796479
E:/Organized Photos/2003/2003-12-25 15-41-47.jpg,"[209.25866452562593, 174.38506466416337, 162.17428231830664]",0.055398079,"[160.15547366086523, 129.2691030505943, 139.5901066082529]",0.144415274,"[53.112470230871324, 43.90514251932739, 88.27133584383293]",0.184031308,"[19.20539606894716, 15.921913929881033, 38.82228060849288]",0.25698052,"[128.3988476578748, 103.62801299902611, 109.86797252389613]",0.359174819
E:/Organized Photos/2003/2003-12-25 15-43-10.jpg,"[217.7631924266568, 219.06832880307437, 226.71735870278397]",0.119492299,"[96.06909289088046, 96.51147511202618, 96.4464393847645]",0.183501279,"[167.9152598777757, 144.32728262842616, 130.8186603739336]",0.187849736,"[136.97004685841515, 60.99655681259225, 27.31061174825899]",0.217872043,"[40.32542346870264, 32.46110610216961, 47.655872930614414]",0.291284643
E:/Organized Photos/2003/2003-12-25 15-44-32.jpg,"[185.74050417627254, 175.35617370270975, 201.99663630522673]",0.157136739,"[135.3195218452733, 113.46426466874325, 109.65029042848744]",0.176128403,"[240.57642069825013, 212.88155317805834, 168.0345078743343]",0.182600334,"[43.44109935324247, 42.02147342378075, 81.24185502413565]",0.221390845,"[23.212804489508443, 20.120845583714335, 37.8413133153723]",0.262743679
E:/Organized Photos/2003/2003-12-25 15-45-31.jpg,"[156.06611570247935, 0.4545454545454547, 0.56198347107438]",0.02073363,"[93.0515854235684, 65.49692380501656, 62.02413629910081]",0.171234936,"[51.70032706459526, 34.660670482420265, 30.37203597710548]",0.203304776,"[125.26057441253263, 115.3242819843342, 111.43498694516971]",0.298541026,"[160.57205359584356, 155.82800109379272, 148.87448728465952]",0.306185632
E:/Organized Photos/2003/2003-12-25 15-46-23.jpg,"[118.06213822346739, 52.63163014364868, 19.61438132359688]",0.098847523,"[68.89451380331306, 29.951628461980256, 17.61015607139471]",0.124932326,"[9.215950583284334, 100.175615774979, 54.24639121824436]",0.177454508,"[131.9511234576428, 93.31762485973142, 73.90353345356898]",0.289023239,"[1.0733317092032284, 68.51241453760336, 41.8312834278384]",0.309742404
E:/Organized Photos/2003/2003-12-25 15-46-40.jpg,"[205.18335202327813, 161.52245358663748, 120.63210126285408]",0.115555311,"[54.01765883977898, 180.83283839778989, 141.46247237569065]",0.123681644,"[109.31137383147377, 70.97689303886676, 57.912967006960066]",0.159853524,"[146.29105479643442, 117.72230863169906, 117.90468190848839]",0.277092684,"[4.527040389442457, 104.08723374678345, 96.89184893367559]",0.323816837
E:/Organized Photos/2003/2003-12-25 15-47-17.jpg,"[94.57711626877048, 58.43813916357341, 49.66910629272033]",0.1082,"[208.53839730819965, 163.8418418418423, 122.84114312332132]",0.125180551,"[55.938686687652805, 182.3661891194293, 139.7806250622316]",0.163648189,"[3.2858562341719244, 93.72185737406083, 90.9564315018034]",0.290997415,"[146.0158784405212, 115.44960100354723, 111.65547493092066]",0.311973846
E:/Organized Photos/2003/2003-12-25 15-48-06.jpg,"[106.21467391304347, 69.51630434782608, 46.853260869565226]",0.087637363,"[128.9146644573322, 111.90057995029, 102.82435791217897]",0.099269067,"[170.77743335399876, 146.7470551766894, 133.45319280843148]",0.136306764,"[144.99973684210525, 143.37947368421052, 135.00157894736836]",0.311285996,"[4.758764241893077, 128.06638913234005, 87.28133216476773]",0.36550081
E:/Organized Photos/2003/2003-12-25 15-48-12.jpg,"[123.7515330104273, 103.22632721719833, 88.35959056095062]",0.106644525,"[8.567939188777336, 130.11033717636616, 87.02298098531757]",0.127883129,"[1.3706598593230663, 102.26304200106502, 71.68925272263137]",0.139613503,"[92.02864600592436, 58.05099420690345, 38.45394156602256]",0.149522096,"[145.822245952422, 135.74322384277562, 125.73911774222891]",0.476336747
E:/Organized Photos/2003/2003-12-25 15-48-33.jpg,"[130.0901171927616, 93.86359441026914, 82.0497807312947]",0.131984136,"[71.74541879570116, 53.80173501377637, 45.22934080446914]",0.161320402,"[166.4293916704049, 125.06203719678408, 115.19444808667734]",0.191729382,"[201.11555293169496, 155.03126142082056, 146.02150940685195]",0.209568001,"[32.88171758153515, 19.318912379144564, 16.276575683935004]",0.305398079
E:/Organized Photos/2003/2003-12-25 15-52-59.jpg,"[109.52478134110785, 64.93391642371233, 52.92225461613216]",0.066403409,"[31.34646302250804, 17.569131832797424, 16.32636655948553]",0.080418433,"[172.146804835924, 119.92573402417962, 112.18134715025906]",0.081924056,"[19.952405192160857, 23.538813947569356, 41.91753626877068]",0.273847678,"[142.82511467889904, 102.20441513761469, 78.82826834862388]",0.497406424
E:/Organized Photos/2003/2003-12-25 15-53-19.jpg,"[65.15609756097558, 44.508082857908576, 74.30119079526736]",0.082570319,"[102.93467757947465, 78.31940369300011, 120.33459264488516]",0.111371907,"[121.88607305617877, 92.58226694354248, 75.32723091717413]",0.223504761,"[141.40334945654223, 107.66052319500994, 84.87395417024607]",0.264851396,"[11.345739327268415, 9.545541948799096, 18.78067688282999]",0.317701618
E:/Organized Photos/2003/2003-12-25 15-53-57.jpg,"[147.43447856491332, 102.75372453633324, 99.25874125874124]",0.13238889,"[37.32530779753762, 22.997537619699045, 19.348563611491098]",0.152784407,"[69.38059163059162, 55.73575036075038, 54.97077922077922]",0.220789009,"[91.00734067400734, 82.55755755755757, 83.10810810810813]",0.239577134,"[103.95356087955365, 101.73925172300623, 107.89908106334099]",0.254460559
